ride_id,user_id,start_station,start_ts,weekday,is_weekend,is_holiday,month,planned_duration_min,weather,temp_bucket,wind_bucket,event_nearby,station_congestion_base,network_congestion_index,user_tardiness_propensity,late_return
R26253,U2636,S5,2024-03-12 08:30:00,1,0,0,3,24,rain,warm,breezy,1,0.0,1.0,0.043,0
R26254,U1461,S2,2024-01-31 12:55:00,2,0,0,1,19,sun,mild,calm,0,0.238,0.98,0.013,0
R26255,U1578,S1,2024-06-21 16:04:00,4,0,0,6,29,sun,warm,calm,0,0.818,0.959,0.342,0
R26256,U1081,S5,2024-02-25 12:36:00,6,1,0,2,44,clouds,mild,calm,0,0.0,1.0,0.061,0
R26257,U1023,S4,2024-05-18 23:05:00,5,1,0,5,16,sun,mild,calm,0,0.106,1.0,0.025,1
R26258,U2406,S1,2024-05-18 06:10:00,5,1,0,5,26,sun,mild,breezy,0,0.818,1.0,0.063,1
R26259,U2065,S4,2024-03-20 10:40:00,2,0,0,3,32,clouds,warm,breezy,0,0.106,1.0,0.034,0
R26260,U2484,S5,2024-01-30 07:50:00,1,0,0,1,20,sun,cold,breezy,0,0.0,0.996,0.04,0
R26261,U1958,S5,2024-03-25 21:11:00,0,0,0,3,42,clouds,mild,breezy,0,0.0,1.0,0.081,1
R26262,U2915,S2,2024-01-27 08:48:00,5,1,0,1,18,sun,cold,calm,0,0.238,1.0,0.011,0
R26263,U2429,S1,2024-03-04 17:07:00,0,0,0,3,24,rain,cold,calm,0,0.818,1.0,0.074,1
R26264,U2784,S1,2024-03-09 12:51:00,5,1,0,3,36,rain,mild,calm,0,0.818,1.0,0.098,0
R26265,U1745,S1,2024-04-03 23:53:00,2,0,0,4,67,clouds,mild,breezy,0,0.818,1.0,0.275,1
R26266,U2982,S2,2024-02-03 17:35:00,5,1,0,2,28,sun,mild,calm,0,0.238,0.999,0.021,0
R26267,U2364,S1,2024-06-01 10:52:00,5,1,0,6,20,sun,mild,calm,0,0.818,0.996,0.056,0
R26268,U1268,S2,2024-01-15 17:35:00,0,0,0,1,39,clouds,mild,breezy,0,0.238,0.944,0.033,0
R26269,U2925,S1,2024-06-26 18:02:00,2,0,0,6,23,sun,warm,calm,0,0.818,1.0,0.149,0
R26270,U1340,S1,2024-02-26 08:50:00,0,0,0,2,26,rain,mild,calm,0,0.818,0.964,0.154,0
R26271,U1279,S5,2024-03-29 09:08:00,4,0,0,3,33,sun,mild,breezy,0,0.0,1.0,0.058,0
R26272,U2742,S5,2024-06-06 08:37:00,3,0,0,6,19,sun,warm,calm,0,0.0,0.97,0.025,0
R26273,U1463,S1,2024-04-27 12:12:00,5,1,0,4,17,clouds,mild,calm,0,0.818,0.998,0.118,0
R26274,U1677,S3,2024-01-11 20:00:00,3,0,0,1,28,clouds,mild,calm,0,0.178,1.0,0.124,1
R26275,U2435,S2,2024-04-18 21:48:00,3,0,0,4,50,sun,mild,calm,0,0.238,1.0,0.333,0
R26276,U1317,S1,2024-04-11 18:40:00,3,0,0,4,79,sun,warm,calm,0,0.818,1.0,0.047,0
R26277,U1074,S1,2024-06-16 08:31:00,6,1,0,6,29,rain,warm,calm,0,0.818,1.0,0.05,0
R26278,U2589,S1,2024-04-11 20:56:00,3,0,0,4,22,sun,warm,calm,0,0.818,1.0,0.077,1
R26279,U1681,S3,2024-06-27 13:19:00,3,0,0,6,28,clouds,warm,calm,0,0.178,1.0,0.219,1
R26280,U2133,S3,2024-04-05 18:31:00,4,0,0,4,33,sun,mild,calm,0,0.178,1.0,0.262,1
R26281,U2213,S4,2024-02-04 17:43:00,6,1,0,2,29,clouds,cold,calm,0,0.106,1.0,0.045,0
R26282,U1135,S1,2024-03-31 19:09:00,6,1,0,3,40,rain,mild,calm,0,0.818,1.0,0.21,0
R26283,U2428,S4,2024-06-14 22:56:00,4,0,0,6,23,clouds,warm,calm,0,0.106,1.0,0.004,0
R26284,U2851,S5,2024-01-04 09:59:00,3,0,0,1,26,rain,cold,calm,0,0.0,1.0,0.111,0
R26285,U1119,S5,2024-03-12 18:50:00,1,0,0,3,26,sun,warm,calm,0,0.0,1.0,0.092,0
R26286,U2584,S3,2024-01-09 17:28:00,1,0,0,1,23,wind,cold,calm,0,0.178,0.988,0.066,0
R26287,U1526,S1,2024-05-31 06:32:00,4,0,0,5,53,sun,cold,calm,0,0.818,1.0,0.099,1
R26288,U1890,S2,2024-04-02 18:20:00,1,0,0,4,19,sun,mild,calm,0,0.238,1.0,0.025,1
R26289,U1340,S1,2024-05-08 06:27:00,2,0,0,5,47,clouds,cold,breezy,0,0.818,1.0,0.154,1
R26290,U2976,S3,2024-06-23 19:53:00,6,1,0,6,28,sun,warm,calm,0,0.178,1.0,0.089,1
R26291,U1441,S1,2024-05-29 10:25:00,2,0,0,5,18,rain,mild,calm,0,0.818,0.983,0.086,0
R26292,U1397,S2,2024-03-14 06:40:00,3,0,0,3,21,sun,mild,calm,0,0.238,1.0,0.047,0
R26293,U1502,S1,2024-06-17 18:16:00,0,0,0,6,16,sun,warm,calm,0,0.818,1.0,0.047,0
R26294,U1015,S1,2024-03-26 13:26:00,1,0,0,3,26,sun,warm,calm,0,0.818,1.0,0.153,0
R26295,U1978,S3,2024-06-25 08:42:00,1,0,0,6,27,sun,warm,breezy,0,0.178,1.0,0.03,0
R26296,U1426,S1,2024-06-25 19:22:00,1,0,0,6,36,sun,mild,breezy,0,0.818,1.0,0.057,0
R26297,U2777,S3,2024-02-09 18:21:00,4,0,0,2,72,clouds,cold,calm,0,0.178,1.0,0.125,1
R26298,U2451,S1,2024-05-20 09:53:00,0,0,0,5,29,sun,mild,windy,0,0.818,1.0,0.079,0
R26299,U2605,S4,2024-05-05 19:54:00,6,1,0,5,26,sun,warm,windy,0,0.106,1.0,0.201,0
R26300,U2136,S4,2024-05-18 21:18:00,5,1,0,5,32,sun,cold,calm,0,0.106,1.0,0.202,0
R26301,U2148,S5,2024-01-31 12:07:00,2,0,0,1,45,sun,cold,calm,0,0.0,0.968,0.118,0
R26302,U1076,S1,2024-03-31 20:26:00,6,1,0,3,30,sun,cold,calm,1,0.818,1.0,0.145,1
R26303,U1225,S4,2024-01-28 23:37:00,6,1,0,1,27,clouds,cold,calm,0,0.106,1.0,0.054,0
R26304,U2535,S1,2024-06-10 12:24:00,0,0,0,6,22,sun,warm,breezy,0,0.818,0.976,0.127,0
R26305,U1193,S2,2024-06-06 22:03:00,3,0,0,6,45,sun,mild,calm,0,0.238,1.0,0.088,0
R26306,U1693,S2,2024-04-14 18:58:00,6,1,0,4,29,sun,cold,calm,0,0.238,1.0,0.004,0
R26307,U1354,S2,2024-01-24 17:11:00,2,0,0,1,23,wind,cold,calm,0,0.238,1.0,0.017,1
R26308,U1062,S3,2024-04-28 09:52:00,6,1,0,4,28,clouds,mild,calm,0,0.178,1.0,0.413,1
R26309,U1317,S3,2024-03-20 18:31:00,2,0,0,3,23,clouds,warm,breezy,0,0.178,1.0,0.047,0
R26310,U2650,S5,2024-05-21 07:41:00,1,0,0,5,22,sun,mild,calm,0,0.0,0.988,0.132,0
R26311,U1349,S1,2024-01-18 20:47:00,3,0,0,1,32,snow,cold,windy,0,0.818,1.0,0.033,0
R26312,U2213,S1,2024-03-14 09:35:00,3,0,0,3,48,sun,cold,calm,0,0.818,0.97,0.045,0
R26313,U2572,S2,2024-03-06 20:59:00,2,0,0,3,22,sun,mild,calm,0,0.238,1.0,0.047,0
R26314,U1025,S2,2024-06-20 16:30:00,3,0,0,6,27,clouds,warm,breezy,0,0.238,1.0,0.061,1
R26315,U1065,S1,2024-02-23 17:44:00,4,0,0,2,26,rain,cold,calm,0,0.818,0.966,0.05,0
R26316,U2980,S5,2024-06-26 13:06:00,2,0,0,6,29,clouds,warm,breezy,0,0.0,0.995,0.071,0
R26317,U1994,S2,2024-06-14 07:53:00,4,0,0,6,31,sun,mild,breezy,0,0.238,0.975,0.056,0
R26318,U1640,S1,2024-04-15 07:53:00,0,0,0,4,71,sun,warm,breezy,1,0.818,0.993,0.253,0
R26319,U2497,S1,2024-02-01 21:03:00,3,0,0,2,47,sun,cold,calm,0,0.818,1.0,0.13,1
R26320,U1966,S3,2024-02-09 18:58:00,4,0,0,2,18,clouds,cold,windy,0,0.178,1.0,0.029,0
R26321,U1627,S1,2024-01-04 18:14:00,3,0,0,1,26,sun,mild,calm,0,0.818,1.0,0.109,1
R26322,U1628,S1,2024-05-19 17:44:00,6,1,0,5,21,clouds,mild,breezy,0,0.818,1.0,0.153,0
R26323,U2249,S1,2024-05-10 20:57:00,4,0,0,5,47,sun,warm,calm,0,0.818,1.0,0.102,1
R26324,U1373,S1,2024-02-27 13:17:00,1,0,0,2,30,rain,cold,breezy,0,0.818,1.0,0.202,1
R26325,U2320,S1,2024-05-11 13:44:00,5,1,0,5,63,rain,mild,breezy,0,0.818,1.0,0.055,0
R26326,U2839,S2,2024-04-13 08:23:00,5,1,0,4,24,sun,mild,breezy,0,0.238,1.0,0.061,0
R26327,U1561,S4,2024-05-26 19:42:00,6,1,0,5,15,wind,mild,calm,0,0.106,1.0,0.086,0
R26328,U2285,S1,2024-01-16 18:48:00,1,0,0,1,34,clouds,cold,windy,0,0.818,1.0,0.413,0
R26329,U2379,S1,2024-02-05 10:14:00,0,0,0,2,59,sun,cold,windy,0,0.818,0.975,0.112,0
R26330,U1411,S2,2024-05-25 20:50:00,5,1,0,5,21,clouds,mild,calm,0,0.238,1.0,0.075,1
R26331,U1775,S2,2024-03-07 20:38:00,3,0,0,3,33,sun,mild,calm,0,0.238,1.0,0.104,0
R26332,U1709,S3,2024-06-21 17:18:00,4,0,0,6,26,sun,warm,calm,0,0.178,1.0,0.005,0
R26333,U1171,S1,2024-06-07 16:50:00,4,0,0,6,18,clouds,warm,calm,0,0.818,0.979,0.204,1
R26334,U2957,S1,2024-01-17 07:40:00,2,0,0,1,35,wind,cold,breezy,0,0.818,0.97,0.043,1
R26335,U1329,S1,2024-03-13 17:03:00,2,0,0,3,24,clouds,mild,breezy,0,0.818,0.983,0.005,0
R26336,U2819,S1,2024-05-11 18:56:00,5,1,0,5,31,clouds,mild,calm,0,0.818,1.0,0.222,1
R26337,U2789,S1,2024-01-25 08:35:00,3,0,0,1,15,rain,mild,breezy,1,0.818,0.978,0.021,1
R26338,U2711,S1,2024-06-03 17:44:00,0,0,0,6,17,sun,warm,breezy,0,0.818,0.948,0.172,0
R26339,U2062,S1,2024-01-18 13:22:00,3,0,0,1,27,sun,mild,breezy,0,0.818,1.0,0.054,0
R26340,U1358,S3,2024-01-20 18:24:00,5,1,0,1,35,clouds,mild,breezy,0,0.178,1.0,0.01,1
R26341,U1017,S1,2024-04-07 23:20:00,6,1,0,4,18,rain,cold,calm,0,0.818,1.0,0.091,1
R26342,U2609,S2,2024-02-14 18:30:00,2,0,0,2,34,rain,cold,breezy,0,0.238,1.0,0.077,1
R26343,U1471,S3,2024-04-25 14:47:00,3,0,0,4,15,clouds,mild,windy,0,0.178,1.0,0.013,0
R26344,U1409,S1,2024-03-11 23:46:00,0,0,0,3,23,sun,mild,calm,0,0.818,1.0,0.034,0
R26345,U1482,S5,2024-02-18 08:33:00,6,1,0,2,33,clouds,cold,breezy,0,0.0,1.0,0.057,0
R26346,U1654,S1,2024-05-30 12:01:00,3,0,0,5,17,wind,mild,calm,0,0.818,1.0,0.021,0
R26347,U2447,S3,2024-01-29 12:04:00,0,0,0,1,27,sun,cold,calm,0,0.178,1.0,0.138,0
R26348,U2431,S2,2024-03-29 09:52:00,4,0,0,3,21,sun,mild,calm,0,0.238,1.0,0.052,1
R26349,U1661,S3,2024-01-31 19:58:00,2,0,0,1,19,rain,cold,breezy,0,0.178,1.0,0.097,0
R26350,U1911,S2,2024-01-25 06:08:00,3,0,0,1,24,sun,cold,calm,0,0.238,1.0,0.128,0
R26351,U2649,S4,2024-02-06 19:31:00,1,0,0,2,21,sun,cold,calm,0,0.106,1.0,0.04,0
R26352,U1348,S1,2024-02-16 18:53:00,4,0,0,2,37,clouds,cold,breezy,0,0.818,1.0,0.01,1
R26353,U1914,S1,2024-03-15 18:01:00,4,0,0,3,31,clouds,mild,calm,0,0.818,1.0,0.014,0
R26354,U1864,S5,2024-03-25 08:59:00,0,0,0,3,24,sun,cold,calm,0,0.0,0.959,0.035,0
R26355,U2790,S2,2024-01-25 12:09:00,3,0,0,1,17,sun,cold,calm,1,0.238,1.0,0.099,1
R26356,U1217,S1,2024-01-08 20:03:00,0,0,0,1,34,wind,cold,breezy,0,0.818,1.0,0.215,1
R26357,U2980,S1,2024-01-18 10:30:00,3,0,0,1,32,clouds,cold,calm,0,0.818,0.962,0.071,0
R26358,U2103,S1,2024-04-23 08:57:00,1,0,0,4,18,clouds,cold,breezy,0,0.818,0.931,0.07,0
R26359,U1014,S1,2024-06-24 18:46:00,0,0,0,6,44,sun,mild,calm,0,0.818,1.0,0.041,0
R26360,U2011,S2,2024-01-05 18:13:00,4,0,0,1,28,clouds,mild,calm,0,0.238,1.0,0.057,0
R26361,U1149,S2,2024-01-07 18:37:00,6,1,0,1,26,sun,cold,breezy,0,0.238,1.0,0.035,0
R26362,U2319,S2,2024-05-20 11:27:00,0,0,0,5,51,sun,warm,breezy,0,0.238,1.0,0.017,0
R26363,U1816,S2,2024-05-10 11:27:00,4,0,0,5,28,rain,cold,calm,0,0.238,1.0,0.048,1
R26364,U1065,S5,2024-05-12 09:04:00,6,1,0,5,20,rain,cold,calm,0,0.0,1.0,0.05,0
R26365,U1136,S1,2024-02-01 19:18:00,3,0,0,2,21,sun,cold,calm,0,0.818,1.0,0.027,1
R26366,U2456,S1,2024-06-04 21:13:00,1,0,0,6,27,rain,mild,calm,0,0.818,1.0,0.129,0
R26367,U2771,S3,2024-04-22 19:59:00,0,0,0,4,26,sun,cold,calm,0,0.178,1.0,0.023,0
R26368,U2401,S2,2024-01-29 17:14:00,0,0,0,1,24,clouds,mild,breezy,0,0.238,0.987,0.108,0
R26369,U2595,S1,2024-01-21 18:51:00,6,1,0,1,47,clouds,cold,breezy,0,0.818,1.0,0.261,0
R26370,U1141,S5,2024-04-18 18:11:00,3,0,0,4,19,sun,mild,calm,0,0.0,1.0,0.116,1
R26371,U2767,S1,2024-05-20 17:02:00,0,0,0,5,37,sun,mild,windy,0,0.818,1.0,0.023,0
R26372,U2625,S1,2024-05-20 18:50:00,0,0,0,5,29,sun,warm,calm,0,0.818,1.0,0.005,1
R26373,U2029,S3,2024-04-15 17:29:00,0,0,0,4,30,sun,mild,calm,0,0.178,1.0,0.026,0
R26374,U1864,S1,2024-04-02 08:58:00,1,0,0,4,34,sun,mild,calm,0,0.818,1.0,0.035,1
R26375,U1689,S1,2024-05-05 18:10:00,6,1,0,5,70,sun,cold,calm,0,0.818,1.0,0.072,0
R26376,U2807,S1,2024-01-24 07:18:00,2,0,0,1,39,rain,mild,calm,0,0.818,1.0,0.039,1
R26377,U1523,S2,2024-03-06 19:59:00,2,0,0,3,19,sun,cold,breezy,0,0.238,1.0,0.069,0
R26378,U2548,S5,2024-01-18 19:44:00,3,0,0,1,18,wind,cold,windy,0,0.0,1.0,0.072,1
R26379,U2342,S3,2024-05-30 18:11:00,3,0,0,5,31,sun,warm,breezy,0,0.178,1.0,0.073,0
R26380,U1670,S5,2024-04-19 08:09:00,4,0,0,4,39,rain,mild,breezy,0,0.0,0.989,0.059,0
R26381,U2681,S3,2024-05-19 18:25:00,6,1,0,5,34,clouds,cold,calm,0,0.178,1.0,0.177,1
R26382,U2910,S1,2024-03-30 08:56:00,5,1,0,3,11,sun,mild,breezy,0,0.818,1.0,0.114,0
R26383,U1573,S1,2024-06-16 17:06:00,6,1,0,6,41,clouds,warm,calm,0,0.818,1.0,0.076,0
R26384,U2289,S3,2024-06-16 12:41:00,6,1,0,6,59,rain,warm,calm,0,0.178,1.0,0.095,1
R26385,U1043,S1,2024-04-20 18:08:00,5,1,0,4,39,clouds,mild,calm,0,0.818,1.0,0.228,0
R26386,U1510,S1,2024-05-30 20:41:00,3,0,0,5,35,clouds,cold,windy,0,0.818,1.0,0.097,1
R26387,U1733,S3,2024-04-28 08:49:00,6,1,0,4,25,sun,cold,calm,0,0.178,1.0,0.223,0
R26388,U2522,S4,2024-05-10 17:14:00,4,0,0,5,31,clouds,mild,calm,0,0.106,0.993,0.098,0
R26389,U2570,S5,2024-02-14 16:41:00,2,0,0,2,16,clouds,mild,breezy,0,0.0,0.971,0.033,0
R26390,U1389,S3,2024-06-25 19:31:00,1,0,0,6,13,sun,cold,breezy,0,0.178,1.0,0.129,0
R26391,U1523,S1,2024-02-03 23:03:00,5,1,0,2,24,rain,cold,calm,0,0.818,1.0,0.069,1
R26392,U1698,S2,2024-05-05 11:24:00,6,1,0,5,48,rain,mild,calm,0,0.238,1.0,0.157,0
R26393,U2029,S3,2024-04-19 09:45:00,4,0,0,4,68,rain,cold,windy,0,0.178,1.0,0.026,0
R26394,U2897,S2,2024-01-17 18:52:00,2,0,0,1,26,rain,cold,breezy,0,0.238,1.0,0.176,1
R26395,U2207,S4,2024-05-19 18:49:00,6,1,0,5,16,rain,mild,calm,0,0.106,1.0,0.009,1
R26396,U2746,S1,2024-01-14 17:39:00,6,1,0,1,19,clouds,mild,breezy,0,0.818,0.957,0.063,0
R26397,U2671,S2,2024-04-01 18:42:00,0,0,1,4,29,wind,mild,calm,0,0.238,1.0,0.079,1
R26398,U1024,S5,2024-05-26 19:16:00,6,1,0,5,39,sun,warm,calm,0,0.0,1.0,0.159,0
R26399,U1299,S1,2024-01-23 13:40:00,1,0,0,1,12,rain,mild,calm,0,0.818,0.93,0.075,0
R26400,U2938,S1,2024-03-05 12:06:00,1,0,0,3,20,sun,mild,calm,0,0.818,1.0,0.018,0
R26401,U1862,S1,2024-04-01 23:12:00,0,0,1,4,27,sun,warm,calm,0,0.818,1.0,0.12,1
R26402,U2439,S1,2024-06-15 10:48:00,5,1,0,6,18,sun,warm,calm,0,0.818,1.0,0.19,0
R26403,U1617,S2,2024-03-09 19:15:00,5,1,0,3,19,clouds,warm,calm,0,0.238,1.0,0.088,0
R26404,U2089,S1,2024-01-22 19:03:00,0,0,0,1,27,rain,mild,calm,0,0.818,1.0,0.024,1
R26405,U2734,S4,2024-01-24 08:10:00,2,0,0,1,24,clouds,mild,calm,0,0.106,0.961,0.023,0
R26406,U1159,S2,2024-02-05 18:27:00,0,0,0,2,26,clouds,cold,breezy,0,0.238,1.0,0.07,1
R26407,U2213,S3,2024-06-04 07:31:00,1,0,0,6,18,sun,warm,breezy,0,0.178,1.0,0.045,0
R26408,U2484,S2,2024-05-19 20:38:00,6,1,0,5,22,sun,mild,breezy,1,0.238,1.0,0.04,0
R26409,U1168,S1,2024-03-16 19:34:00,5,1,0,3,17,sun,cold,calm,0,0.818,1.0,0.129,1
R26410,U1617,S2,2024-06-01 10:36:00,5,1,0,6,26,sun,warm,calm,0,0.238,0.972,0.088,0
R26411,U2736,S2,2024-06-14 17:09:00,4,0,0,6,39,sun,warm,calm,1,0.238,1.0,0.043,0
R26412,U2253,S3,2024-06-05 18:07:00,2,0,0,6,29,sun,warm,breezy,0,0.178,1.0,0.002,0
R26413,U2037,S2,2024-01-01 07:19:00,0,0,1,1,26,sun,cold,windy,0,0.238,1.0,0.027,1
R26414,U1600,S1,2024-01-18 08:38:00,3,0,0,1,34,sun,mild,breezy,0,0.818,1.0,0.02,0
R26415,U1916,S2,2024-05-10 17:31:00,4,0,0,5,30,sun,mild,windy,0,0.238,1.0,0.029,0
R26416,U1461,S5,2024-03-09 18:14:00,5,1,0,3,18,rain,warm,breezy,0,0.0,1.0,0.013,0
R26417,U1659,S1,2024-01-29 09:46:00,0,0,0,1,44,clouds,cold,breezy,0,0.818,1.0,0.022,1
R26418,U1720,S4,2024-04-26 18:33:00,4,0,0,4,24,clouds,cold,calm,0,0.106,1.0,0.207,0
R26419,U2774,S2,2024-03-04 18:48:00,0,0,0,3,28,rain,cold,calm,0,0.238,1.0,0.036,0
R26420,U1627,S1,2024-06-14 17:14:00,4,0,0,6,39,clouds,mild,calm,0,0.818,1.0,0.109,1
R26421,U1696,S2,2024-04-13 19:46:00,5,1,0,4,48,sun,mild,breezy,0,0.238,1.0,0.131,1
R26422,U1540,S4,2024-02-13 07:23:00,1,0,0,2,43,rain,cold,calm,0,0.106,1.0,0.037,1
R26423,U2620,S2,2024-06-17 19:08:00,0,0,0,6,42,rain,warm,calm,0,0.238,1.0,0.127,0
R26424,U1205,S1,2024-04-18 18:44:00,3,0,0,4,43,sun,cold,calm,0,0.818,1.0,0.057,0
R26425,U2247,S1,2024-02-23 11:52:00,4,0,0,2,15,sun,mild,windy,0,0.818,1.0,0.111,0
R26426,U1358,S2,2024-01-26 06:15:00,4,0,0,1,26,rain,cold,windy,0,0.238,1.0,0.01,1
R26427,U1056,S2,2024-04-09 18:01:00,1,0,0,4,29,rain,mild,breezy,0,0.238,1.0,0.399,1
R26428,U1728,S1,2024-05-14 18:51:00,1,0,0,5,31,sun,warm,breezy,0,0.818,1.0,0.146,1
R26429,U2376,S2,2024-05-30 08:33:00,3,0,0,5,39,sun,cold,breezy,0,0.238,0.954,0.11,0
R26430,U2748,S3,2024-01-23 07:27:00,1,0,0,1,32,sun,cold,calm,0,0.178,1.0,0.109,0
R26431,U2440,S4,2024-03-18 19:16:00,0,0,0,3,30,rain,mild,calm,0,0.106,1.0,0.011,1
R26432,U1492,S3,2024-06-28 19:59:00,4,0,0,6,24,sun,mild,calm,0,0.178,1.0,0.105,0
R26433,U2880,S1,2024-04-28 18:17:00,6,1,0,4,29,clouds,cold,calm,1,0.818,1.0,0.11,0
R26434,U1376,S2,2024-01-17 07:36:00,2,0,0,1,58,clouds,mild,calm,0,0.238,0.956,0.033,0
R26435,U1182,S1,2024-06-14 18:13:00,4,0,0,6,19,rain,warm,calm,0,0.818,1.0,0.013,0
R26436,U2060,S4,2024-05-03 19:09:00,4,0,0,5,14,sun,mild,breezy,0,0.106,1.0,0.147,1
R26437,U2493,S3,2024-03-23 19:28:00,5,1,0,3,72,rain,mild,breezy,0,0.178,1.0,0.095,1
R26438,U2359,S3,2024-05-19 08:44:00,6,1,0,5,31,sun,mild,calm,1,0.178,1.0,0.044,0
R26439,U1007,S2,2024-04-26 09:02:00,4,0,0,4,27,sun,warm,calm,0,0.238,0.976,0.019,0
R26440,U2395,S2,2024-02-16 19:36:00,4,0,0,2,19,wind,cold,calm,0,0.238,1.0,0.137,1
R26441,U1741,S1,2024-05-23 20:12:00,3,0,0,5,22,wind,cold,breezy,0,0.818,1.0,0.04,0
R26442,U1752,S1,2024-02-15 17:07:00,3,0,0,2,34,sun,cold,calm,0,0.818,1.0,0.04,0
R26443,U1781,S1,2024-02-11 23:58:00,6,1,0,2,27,rain,mild,calm,0,0.818,1.0,0.095,0
R26444,U1082,S3,2024-04-17 19:04:00,2,0,0,4,16,sun,mild,calm,0,0.178,1.0,0.132,1
R26445,U2290,S1,2024-01-04 18:10:00,3,0,0,1,21,clouds,cold,calm,0,0.818,1.0,0.203,0
R26446,U1772,S2,2024-04-23 19:49:00,1,0,0,4,48,clouds,mild,calm,1,0.238,1.0,0.102,0
R26447,U2977,S1,2024-04-09 12:06:00,1,0,0,4,24,rain,cold,calm,0,0.818,1.0,0.072,1
R26448,U1917,S1,2024-05-09 07:29:00,3,0,0,5,62,sun,mild,calm,0,0.818,1.0,0.046,0
R26449,U2922,S2,2024-01-29 19:18:00,0,0,0,1,27,rain,mild,calm,0,0.238,1.0,0.046,1
R26450,U1348,S1,2024-04-14 07:41:00,6,1,0,4,51,rain,cold,calm,0,0.818,1.0,0.01,1
R26451,U1728,S2,2024-03-20 20:52:00,2,0,0,3,24,sun,mild,breezy,0,0.238,1.0,0.146,0
R26452,U2758,S2,2024-02-01 21:30:00,3,0,0,2,34,sun,cold,calm,0,0.238,1.0,0.13,1
R26453,U2062,S3,2024-03-22 07:09:00,4,0,0,3,18,rain,mild,calm,0,0.178,1.0,0.054,0
R26454,U1477,S1,2024-06-15 09:49:00,5,1,0,6,20,sun,mild,calm,0,0.818,1.0,0.077,1
R26455,U2621,S3,2024-05-28 17:49:00,1,0,0,5,39,sun,cold,windy,0,0.178,0.995,0.067,1
R26456,U1845,S1,2024-01-30 18:09:00,1,0,0,1,29,sun,cold,calm,0,0.818,1.0,0.107,1
R26457,U2463,S1,2024-06-01 17:02:00,5,1,0,6,35,wind,warm,calm,0,0.818,1.0,0.123,1
R26458,U2285,S3,2024-04-11 07:06:00,3,0,0,4,18,sun,warm,calm,0,0.178,1.0,0.413,1
R26459,U1915,S1,2024-01-09 19:25:00,1,0,0,1,18,sun,cold,calm,0,0.818,1.0,0.083,0
R26460,U2258,S5,2024-06-14 20:23:00,4,0,0,6,21,sun,mild,calm,0,0.0,1.0,0.022,0
R26461,U2565,S1,2024-04-04 18:56:00,3,0,0,4,43,sun,mild,breezy,0,0.818,1.0,0.107,1
R26462,U2917,S5,2024-06-13 20:31:00,3,0,0,6,34,sun,warm,calm,0,0.0,1.0,0.163,0
R26463,U2714,S1,2024-01-18 17:59:00,3,0,0,1,29,rain,cold,calm,0,0.818,0.966,0.021,1
R26464,U1968,S2,2024-01-31 17:37:00,2,0,0,1,49,sun,mild,calm,0,0.238,0.955,0.423,0
R26465,U1928,S3,2024-06-11 18:59:00,1,0,0,6,33,sun,warm,calm,0,0.178,1.0,0.22,0
R26466,U1600,S3,2024-02-12 22:14:00,0,0,0,2,29,sun,cold,calm,0,0.178,1.0,0.02,0
R26467,U2851,S1,2024-04-08 20:44:00,0,0,0,4,44,rain,warm,calm,0,0.818,1.0,0.111,1
R26468,U1812,S1,2024-04-18 18:45:00,3,0,0,4,45,sun,cold,calm,0,0.818,1.0,0.15,0
R26469,U1294,S3,2024-06-19 09:50:00,2,0,0,6,14,sun,mild,calm,0,0.178,1.0,0.174,0
R26470,U2141,S2,2024-03-01 18:44:00,4,0,0,3,27,wind,mild,calm,0,0.238,1.0,0.046,1
R26471,U1073,S1,2024-05-15 18:17:00,2,0,0,5,49,sun,cold,calm,0,0.818,1.0,0.036,0
R26472,U1838,S1,2024-05-11 18:29:00,5,1,0,5,52,clouds,warm,calm,0,0.818,1.0,0.009,0
R26473,U2346,S1,2024-05-06 18:19:00,0,0,0,5,27,sun,mild,calm,0,0.818,1.0,0.127,0
R26474,U1473,S5,2024-04-04 18:28:00,3,0,0,4,22,sun,warm,breezy,0,0.0,1.0,0.071,0
R26475,U1615,S3,2024-01-13 18:31:00,5,1,0,1,24,clouds,cold,breezy,0,0.178,1.0,0.102,1
R26476,U1002,S2,2024-02-17 07:43:00,5,1,0,2,19,sun,cold,breezy,0,0.238,1.0,0.211,0
R26477,U2803,S2,2024-04-10 20:10:00,2,0,0,4,27,sun,mild,calm,0,0.238,1.0,0.196,1
R26478,U2528,S1,2024-03-14 12:59:00,3,0,0,3,14,rain,mild,calm,0,0.818,1.0,0.047,0
R26479,U2025,S3,2024-02-03 19:20:00,5,1,0,2,32,clouds,cold,calm,0,0.178,1.0,0.063,1
R26480,U1660,S4,2024-05-04 22:22:00,5,1,0,5,34,sun,warm,calm,0,0.106,1.0,0.098,1
R26481,U1790,S2,2024-03-24 07:32:00,6,1,0,3,27,rain,mild,calm,0,0.238,1.0,0.063,0
R26482,U1435,S3,2024-05-21 21:16:00,1,0,0,5,19,clouds,warm,calm,0,0.178,1.0,0.031,1
R26483,U2546,S2,2024-04-08 18:25:00,0,0,0,4,23,sun,warm,breezy,0,0.238,1.0,0.07,0
R26484,U2356,S2,2024-03-07 22:28:00,3,0,0,3,18,sun,mild,calm,0,0.238,1.0,0.104,1
R26485,U2044,S3,2024-01-20 08:02:00,5,1,0,1,30,sun,mild,calm,0,0.178,1.0,0.053,1
